"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit","sgst"
2881,"CA-2016-102932","2016-09-19","2016-09-23","Second Class","SD-20485","OFF-BI-10000756","25.44",6,"0","12.72","0"
2882,"CA-2016-102932","2016-09-19","2016-09-23","Second Class","SD-20485","OFF-SU-10000381","27.93",3,"0","8.0997","0"
2883,"CA-2014-165540","2014-02-21","2014-02-25","Standard Class","TM-21010","OFF-BI-10004094","8.85",5,"0.8","-13.7175","0"
2884,"CA-2016-130799","2016-11-11","2016-11-16","Second Class","BK-11260","FUR-FU-10001852","6.96",4,"0","2.2272","0"
2885,"CA-2016-164483","2016-01-30","2016-02-03","Standard Class","JF-15490","OFF-BI-10000014","17.456",2,"0.2","5.8914","0"
2886,"US-2016-159856","2016-10-18","2016-10-22","Standard Class","EP-13915","FUR-CH-10003396","307.92",5,"0.2","-34.641","0"
2887,"CA-2017-102099","2017-12-18","2017-12-19","First Class","EP-13915","OFF-AR-10003811","6.63",3,"0","1.7901","0"
2888,"CA-2017-102099","2017-12-18","2017-12-19","First Class","EP-13915","OFF-PA-10003172","12.96",2,"0","6.2208","0"
2889,"CA-2017-102099","2017-12-18","2017-12-19","First Class","EP-13915","OFF-PA-10000289","32.4",5,"0","15.552","0"
2890,"CA-2017-164049","2017-11-02","2017-11-06","Standard Class","KH-16630","OFF-PA-10000791","23.85",5,"0","10.7325","0"
2891,"CA-2014-142727","2014-04-29","2014-05-01","Second Class","HG-14845","FUR-CH-10002304","51.96",2,"0","12.99","0"
2892,"CA-2014-142727","2014-04-29","2014-05-01","Second Class","HG-14845","OFF-BI-10000136","17.94",3,"0","8.6112","0"
2893,"CA-2017-139913","2017-10-23","2017-10-29","Standard Class","JC-16105","OFF-PA-10003739","11.56",2,"0","5.6644","0"
2894,"CA-2017-139913","2017-10-23","2017-10-29","Standard Class","JC-16105","OFF-PA-10002479","26.4",5,"0","11.88","0"
2895,"CA-2017-139913","2017-10-23","2017-10-29","Standard Class","JC-16105","FUR-FU-10000771","69.08",11,"0","29.0136","0"
2896,"CA-2017-139913","2017-10-23","2017-10-29","Standard Class","JC-16105","TEC-PH-10001552","35.88",3,"0","10.0464","0"
2897,"CA-2014-169033","2014-03-30","2014-04-03","Standard Class","KM-16720","OFF-AR-10001915","49.65",5,"0","20.853","0"
2898,"US-2016-164630","2016-01-04","2016-01-09","Standard Class","EB-13975","TEC-CO-10000971","959.968",4,"0.2","119.996","0"
2899,"US-2015-114839","2015-04-26","2015-04-30","Standard Class","PW-19240","FUR-CH-10004086","408.422",2,"0.3","-5.8346","0"
2900,"CA-2015-166464","2015-09-12","2015-09-17","Standard Class","PG-18895","TEC-CO-10000971","479.984",2,"0.2","59.998","0"
2901,"CA-2015-166464","2015-09-12","2015-09-17","Standard Class","PG-18895","OFF-LA-10001317","12.6",4,"0","6.048","0"
2902,"CA-2017-124898","2017-09-11","2017-09-15","Standard Class","DB-12910","OFF-PA-10003656","184.66",7,"0","84.9436","0"
2903,"CA-2016-164035","2016-06-12","2016-06-17","Standard Class","CR-12730","OFF-PA-10002160","23.12",5,"0.2","8.381","0"
2904,"CA-2016-153577","2016-06-27","2016-07-01","Standard Class","KH-16330","OFF-PA-10000575","37.464",7,"0.2","12.1758","0"
2905,"CA-2016-153577","2016-06-27","2016-07-01","Standard Class","KH-16330","FUR-CH-10003981","539.658",3,"0.3","-7.7094","0"
2906,"CA-2014-127586","2014-09-26","2014-09-30","Standard Class","CS-12400","OFF-ST-10002615","310.12",2,"0","80.6312","0"
2907,"CA-2017-121615","2017-11-03","2017-11-09","Standard Class","DL-12925","OFF-PA-10000327","8.56",2,"0","3.852","0"
2908,"CA-2017-121615","2017-11-03","2017-11-09","Standard Class","DL-12925","OFF-ST-10001325","52.4",5,"0","14.148","0"
2909,"CA-2017-121615","2017-11-03","2017-11-09","Standard Class","DL-12925","OFF-LA-10001771","14.94",3,"0","6.8724","0"
2910,"CA-2017-166415","2017-02-19","2017-02-23","Standard Class","ME-17725","OFF-FA-10004968","11.22",3,"0","0.2244","0"
2911,"CA-2015-118444","2015-11-05","2015-11-09","Standard Class","VD-21670","OFF-AP-10000576","387.136",4,"0.2","24.196","0"
2912,"CA-2014-113929","2014-06-16","2014-06-21","Standard Class","CK-12205","OFF-EN-10003286","41.4",5,"0","19.458","0"
2913,"CA-2014-113929","2014-06-16","2014-06-21","Standard Class","CK-12205","OFF-AR-10003772","35",4,"0","10.5","0"
2914,"CA-2014-113929","2014-06-16","2014-06-21","Standard Class","CK-12205","OFF-BI-10002852","39.552",3,"0.2","14.3376","0"
2915,"CA-2015-134747","2015-10-12","2015-10-17","Second Class","DL-12925","TEC-PH-10002890","135.72",3,"0","35.2872","0"
2916,"CA-2015-134747","2015-10-12","2015-10-17","Second Class","DL-12925","OFF-BI-10001308","12.56",2,"0","5.652","0"
2917,"CA-2015-134747","2015-10-12","2015-10-17","Second Class","DL-12925","TEC-PH-10001750","263.96",4,"0","71.2692","0"
2918,"CA-2017-155047","2017-08-27","2017-08-30","First Class","SE-20110","OFF-AR-10003338","5.952",1,"0.2","0.372","0"
2919,"CA-2016-160129","2016-11-23","2016-11-23","Same Day","LS-17200","OFF-FA-10002763","15.8",5,"0.2","2.37","0"
2920,"CA-2016-160129","2016-11-23","2016-11-23","Same Day","LS-17200","FUR-FU-10002088","14.368",2,"0.2","3.9512","0"
2921,"CA-2016-160129","2016-11-23","2016-11-23","Same Day","LS-17200","FUR-FU-10003976","70.448",7,"0.2","12.3284","0"
2922,"CA-2017-164329","2017-01-30","2017-01-30","Same Day","MM-17920","OFF-ST-10001511","129.3",2,"0","6.465","0"
2923,"US-2015-141453","2015-11-30","2015-12-03","Second Class","DB-13270","OFF-BI-10000301","3.882",3,"0.8","-5.823","0"
2924,"CA-2014-156993","2014-06-28","2014-07-04","Standard Class","RW-19630","OFF-FA-10003495","6.08",1,"0","3.04","0"
2925,"CA-2014-157721","2014-09-02","2014-09-05","First Class","JM-16195","OFF-AP-10001303","19.9",1,"0","8.955","0"
2926,"CA-2014-157721","2014-09-02","2014-09-05","First Class","JM-16195","FUR-FU-10002116","70.71",1,"0","4.9497","0"
2927,"CA-2017-128629","2017-07-10","2017-07-14","Second Class","BP-11155","FUR-FU-10000771","18.84",3,"0","7.9128","0"
2928,"CA-2017-158106","2017-06-04","2017-06-10","Standard Class","CT-11995","OFF-AR-10002255","8.64",3,"0","2.5056","0"
2929,"US-2017-120390","2017-10-19","2017-10-26","Standard Class","TH-21550","OFF-BI-10004995","1633.188",4,"0.7","-1306.5504","0"
2930,"CA-2017-143434","2017-11-18","2017-11-24","Standard Class","ME-17320","FUR-FU-10002597","19.76",4,"0","8.2992","0"
2931,"CA-2015-168564","2015-08-08","2015-08-08","Same Day","TT-21220","OFF-BI-10004970","6.608",2,"0.2","2.2302","0"
2932,"CA-2015-168564","2015-08-08","2015-08-08","Same Day","TT-21220","OFF-BI-10002557","7.28",2,"0.2","2.73","0"
2933,"CA-2015-168564","2015-08-08","2015-08-08","Same Day","TT-21220","FUR-CH-10000785","144.784",1,"0.2","10.8588","0"
2934,"US-2016-169040","2016-12-06","2016-12-12","Standard Class","GT-14710","TEC-PH-10002310","156.792",1,"0.2","13.7193","0"
2935,"US-2016-169040","2016-12-06","2016-12-12","Standard Class","GT-14710","TEC-PH-10002834","431.976",3,"0.2","26.9985","0"
2936,"US-2016-169040","2016-12-06","2016-12-12","Standard Class","GT-14710","OFF-EN-10000927","35.89",1,"0","16.1505","0"
2937,"US-2016-169040","2016-12-06","2016-12-12","Standard Class","GT-14710","OFF-BI-10001636","47.208",7,"0.2","15.3426","0"
2938,"US-2016-169040","2016-12-06","2016-12-12","Standard Class","GT-14710","OFF-PA-10001736","248.08",7,"0","116.5976","0"
2939,"US-2016-169040","2016-12-06","2016-12-12","Standard Class","GT-14710","OFF-PA-10000482","189.7",5,"0","89.159","0"
2940,"US-2016-169040","2016-12-06","2016-12-12","Standard Class","GT-14710","OFF-BI-10001658","59.808",3,"0.2","19.4376","0"
2941,"CA-2017-155880","2017-03-25","2017-03-31","Standard Class","JD-16150","FUR-CH-10000422","90.99",1,"0","14.5584","0"
2942,"CA-2017-155880","2017-03-25","2017-03-31","Standard Class","JD-16150","FUR-CH-10004675","1526.56",7,"0","427.4368","0"
2943,"CA-2017-155880","2017-03-25","2017-03-31","Standard Class","JD-16150","FUR-CH-10002880","368.97",3,"0","40.5867","0"
2944,"CA-2017-126242","2017-11-19","2017-11-24","Standard Class","MC-18100","OFF-ST-10000675","305.01",9,"0","76.2525","0"
2945,"CA-2017-126242","2017-11-19","2017-11-24","Standard Class","MC-18100","FUR-FU-10002685","18.7",1,"0","7.106","0"
2946,"CA-2016-166443","2016-11-04","2016-11-05","First Class","LH-17020","FUR-FU-10004020","38.29",7,"0","16.4647","0"
2947,"CA-2017-169859","2017-12-14","2017-12-18","Standard Class","MP-18175","FUR-FU-10004963","26.25",3,"0","11.025","0"
2948,"CA-2017-169859","2017-12-14","2017-12-18","Standard Class","MP-18175","OFF-BI-10000174","64.96",14,"0.2","22.736","0"
2949,"CA-2017-169859","2017-12-14","2017-12-18","Standard Class","MP-18175","OFF-EN-10000461","43.7",5,"0","20.539","0"
2950,"CA-2017-134915","2017-11-12","2017-11-12","Same Day","EM-14140","TEC-AC-10001266","41.6",4,"0.2","13","0"
2951,"CA-2017-134915","2017-11-12","2017-11-12","Same Day","EM-14140","OFF-PA-10002160","23.12",5,"0.2","8.381","0"
2952,"CA-2017-134915","2017-11-12","2017-11-12","Same Day","EM-14140","FUR-CH-10004875","113.888",2,"0.2","9.9652","0"
2953,"CA-2017-134915","2017-11-12","2017-11-12","Same Day","EM-14140","FUR-FU-10000305","113.568",2,"0.2","-5.6784","0"
2954,"CA-2017-134915","2017-11-12","2017-11-12","Same Day","EM-14140","TEC-PH-10000347","7.92",2,"0.2","0.693","0"
2955,"CA-2017-134915","2017-11-12","2017-11-12","Same Day","EM-14140","TEC-PH-10001459","671.984",2,"0.2","50.3988","0"
2956,"CA-2016-153353","2016-08-18","2016-08-24","Standard Class","GG-14650","TEC-PH-10000439","39.99",1,"0","11.5971","0"
2957,"CA-2017-123638","2017-06-27","2017-07-04","Standard Class","MA-17995","FUR-CH-10002647","191.646",3,"0.1","31.941","0"
2958,"CA-2017-168900","2017-05-04","2017-05-09","Standard Class","SH-20395","OFF-BI-10003910","2.313",1,"0.7","-1.9275","0"
2959,"CA-2015-158456","2015-12-24","2015-12-29","Standard Class","KT-16465","OFF-BI-10001097","19.936",4,"0.2","7.2268","0"
2960,"CA-2015-158456","2015-12-24","2015-12-29","Standard Class","KT-16465","OFF-FA-10004854","45.92",4,"0","21.5824","0"
2961,"CA-2017-143665","2017-04-26","2017-05-01","Standard Class","PO-19180","OFF-PA-10003673","20.34",3,"0","9.3564","0"
2962,"CA-2017-143665","2017-04-26","2017-05-01","Standard Class","PO-19180","OFF-LA-10002034","39.28",8,"0","19.2472","0"
2963,"CA-2017-137428","2017-12-16","2017-12-21","Second Class","AY-10555","FUR-CH-10002774","81.568",2,"0.2","9.1764","0"
2964,"CA-2017-137428","2017-12-16","2017-12-21","Second Class","AY-10555","FUR-CH-10003817","97.184",2,"0.2","6.074","0"
2965,"CA-2017-137428","2017-12-16","2017-12-21","Second Class","AY-10555","OFF-BI-10002949","24.32",5,"0.2","8.208","0"
2966,"CA-2017-137428","2017-12-16","2017-12-21","Second Class","AY-10555","FUR-FU-10002445","18.96",2,"0","7.584","0"
2967,"CA-2014-162866","2014-12-27","2014-12-31","Standard Class","Co-12640","FUR-FU-10001473","32.952",6,"0.6","-19.7712","0"
2968,"CA-2014-162866","2014-12-27","2014-12-31","Standard Class","Co-12640","OFF-ST-10002562","30.016",4,"0.2","3.0016","0"
2969,"CA-2017-167941","2017-11-06","2017-11-09","Second Class","JF-15565","OFF-AP-10002118","499.584",3,"0.2","43.7136","0"
2970,"CA-2017-167941","2017-11-06","2017-11-09","Second Class","JF-15565","OFF-PA-10001800","31.104",6,"0.2","10.8864","0"
2971,"CA-2017-167941","2017-11-06","2017-11-09","Second Class","JF-15565","OFF-BI-10002827","13.272",8,"0.7","-10.6176","0"
2972,"CA-2017-167941","2017-11-06","2017-11-09","Second Class","JF-15565","FUR-FU-10004671","28.272",2,"0.2","6.3612","0"
2973,"CA-2017-167941","2017-11-06","2017-11-09","Second Class","JF-15565","OFF-ST-10000736","259.136",4,"0.2","-51.8272","0"
2974,"CA-2017-111808","2017-12-16","2017-12-20","Standard Class","AR-10510","OFF-BI-10004656","10.8",5,"0","5.184","0"
2975,"CA-2015-137512","2015-05-07","2015-05-12","Standard Class","AG-10675","FUR-TA-10001095","244.006",2,"0.3","-31.3722","0"
2976,"CA-2015-137512","2015-05-07","2015-05-12","Standard Class","AG-10675","OFF-PA-10000213","15.936",4,"0.2","5.3784","0"
2977,"CA-2017-139773","2017-12-04","2017-12-04","Same Day","DV-13045","FUR-CH-10001797","188.552",7,"0.3","-2.6936","0"
2978,"CA-2017-134607","2017-10-03","2017-10-08","Second Class","HL-15040","OFF-ST-10002214","22.58",2,"0","5.8708","0"
2979,"CA-2014-109232","2014-01-13","2014-01-16","Second Class","ND-18370","FUR-CH-10000422","545.94",6,"0","87.3504","0"
2980,"CA-2015-139850","2015-06-12","2015-06-17","Standard Class","GB-14575","OFF-PA-10003848","20.736",4,"0.2","7.2576","0"
2981,"CA-2015-139850","2015-06-12","2015-06-17","Standard Class","GB-14575","FUR-FU-10003623","43.296",2,"0.2","4.3296","0"
2982,"CA-2014-131310","2014-07-12","2014-07-18","Standard Class","CL-12565","FUR-CH-10001797","123.136",4,"0.2","13.8528","0"
2983,"CA-2014-131310","2014-07-12","2014-07-18","Standard Class","CL-12565","OFF-BI-10003094","11.264",4,"0.2","3.8016","0"
2984,"US-2014-112872","2014-12-06","2014-12-11","Second Class","RC-19960","OFF-ST-10002205","53.424",3,"0.2","4.6746","0"
2985,"US-2014-112872","2014-12-06","2014-12-11","Second Class","RC-19960","FUR-TA-10003238","275.49",1,"0.5","-170.8038","0"
2986,"CA-2016-139269","2016-05-25","2016-05-30","Standard Class","JB-16045","FUR-FU-10000755","24.96",4,"0","6.24","0"
2987,"CA-2016-139269","2016-05-25","2016-05-30","Standard Class","JB-16045","OFF-PA-10002893","19.36",2,"0","9.2928","0"
2988,"CA-2016-139269","2016-05-25","2016-05-30","Standard Class","JB-16045","OFF-ST-10000689","1267.65",9,"0","152.118","0"
2989,"CA-2016-139010","2016-02-21","2016-02-26","Second Class","MC-17635","TEC-AC-10004227","12.99",1,"0","0.7794","0"
2990,"CA-2016-139010","2016-02-21","2016-02-26","Second Class","MC-17635","OFF-BI-10000174","18.56",4,"0.2","6.496","0"
2991,"CA-2016-139010","2016-02-21","2016-02-26","Second Class","MC-17635","OFF-ST-10001809","449.15",5,"0","8.983","0"
2992,"CA-2016-139010","2016-02-21","2016-02-26","Second Class","MC-17635","OFF-BI-10002309","31.248",7,"0.2","10.9368","0"
2993,"CA-2016-134376","2016-10-02","2016-10-06","Standard Class","TT-21265","OFF-AP-10004532","61.44",3,"0","16.5888","0"
2994,"CA-2017-147291","2017-03-11","2017-03-17","Standard Class","MJ-17740","OFF-BI-10003091","895.92",4,"0","421.0824","0"
2995,"CA-2016-112893","2016-09-09","2016-09-13","Second Class","AT-10735","OFF-BI-10004654","55.36",4,"0.2","18.684","0"
2996,"US-2014-150532","2014-07-14","2014-07-21","Standard Class","PB-19150","OFF-ST-10000760","55.92",5,"0.2","6.291","0"
2997,"CA-2014-138317","2014-06-21","2014-06-25","Standard Class","NW-18400","OFF-EN-10001539","24.896",4,"0.2","8.4024","0"
2998,"CA-2014-138317","2014-06-21","2014-06-25","Standard Class","NW-18400","FUR-FU-10000550","3.984",1,"0.2","0.6474","0"
2999,"CA-2014-138317","2014-06-21","2014-06-25","Standard Class","NW-18400","TEC-AC-10003628","95.968",4,"0.2","28.7904","0"
3000,"CA-2014-138317","2014-06-21","2014-06-25","Standard Class","NW-18400","TEC-MA-10004521","206.991",3,"0.7","-172.4925","0"
3001,"CA-2014-138317","2014-06-21","2014-06-25","Standard Class","NW-18400","OFF-AP-10003860","44.416",2,"0.2","3.8864","0"
3002,"CA-2014-138317","2014-06-21","2014-06-25","Standard Class","NW-18400","OFF-BI-10000069","9.006",2,"0.7","-7.2048","0"
3003,"CA-2015-130610","2015-07-05","2015-07-10","Standard Class","VP-21730","OFF-BI-10003655","19",5,"0","8.93","0"
3004,"CA-2017-104381","2017-12-16","2017-12-23","Standard Class","RD-19810","OFF-BI-10001628","33.376",4,"0.2","10.43","0"
3005,"CA-2016-131499","2016-09-08","2016-09-10","First Class","MG-17875","OFF-AP-10003779","207.48",1,"0","62.244","0"
3006,"CA-2014-148761","2014-05-17","2014-05-21","Standard Class","PA-19060","OFF-BI-10000666","91.68",3,"0","45.84","0"
3007,"CA-2017-116519","2017-10-13","2017-10-15","First Class","CR-12730","OFF-AP-10000828","904.9",5,"0","253.372","0"
3008,"CA-2014-130729","2014-10-24","2014-10-29","Standard Class","AA-10375","OFF-BI-10002706","34.272",3,"0.2","11.1384","0"
3009,"CA-2016-124772","2016-12-05","2016-12-06","First Class","JG-15160","FUR-FU-10004748","191.82",3,"0","74.8098","0"
3010,"CA-2016-115525","2016-07-25","2016-07-29","Standard Class","RR-19525","OFF-AP-10000026","243.88",5,"0.2","27.4365","0"
3011,"CA-2017-134845","2017-04-17","2017-04-23","Standard Class","SR-20425","OFF-BI-10000773","12.03",5,"0.7","-9.223","0"
3012,"CA-2017-134845","2017-04-17","2017-04-23","Standard Class","SR-20425","TEC-MA-10000822","2549.985",5,"0.7","-3399.98","0"
3013,"CA-2017-134845","2017-04-17","2017-04-23","Standard Class","SR-20425","OFF-BI-10001543","21.594",2,"0.7","-15.8356","0"
3014,"CA-2017-134845","2017-04-17","2017-04-23","Standard Class","SR-20425","OFF-BI-10003355","8.964",6,"0.7","-6.5736","0"
3015,"CA-2017-134845","2017-04-17","2017-04-23","Standard Class","SR-20425","OFF-PA-10002005","20.736",4,"0.2","7.2576","0"
3016,"US-2015-138919","2015-09-17","2015-09-21","Standard Class","LS-16975","FUR-TA-10004154","344.22",2,"0.4","-103.266","0"
3017,"US-2016-160528","2016-08-23","2016-08-30","Standard Class","MH-18115","OFF-ST-10002743","727.296",8,"0.2","-172.7328","0"
3018,"US-2016-160528","2016-08-23","2016-08-30","Standard Class","MH-18115","FUR-FU-10004973","22.608",3,"0.6","-10.1736","0"
3019,"US-2016-160528","2016-08-23","2016-08-30","Standard Class","MH-18115","TEC-AC-10002842","666.4",7,"0.2","-33.32","0"
3020,"CA-2015-123568","2015-11-08","2015-11-14","Standard Class","SC-20095","OFF-FA-10002701","5.04",3,"0","0.2016","0"
3021,"CA-2015-123568","2015-11-08","2015-11-14","Standard Class","SC-20095","OFF-PA-10001125","92.94",3,"0","41.823","0"
3022,"CA-2015-123568","2015-11-08","2015-11-14","Standard Class","SC-20095","FUR-FU-10004090","66.69",3,"0","22.0077","0"
3023,"CA-2015-123568","2015-11-08","2015-11-14","Standard Class","SC-20095","OFF-BI-10001510","91.68",5,"0.2","28.65","0"
3024,"CA-2017-124674","2017-11-17","2017-11-23","Standard Class","JB-16000","FUR-BO-10002202","327.7328",2,"0.32","-14.4588","0"
3025,"CA-2015-164441","2015-11-08","2015-11-13","Standard Class","AC-10450","OFF-BI-10001922","52.272",11,"0.2","17.6418","0"
3026,"CA-2015-164441","2015-11-08","2015-11-13","Standard Class","AC-10450","OFF-PA-10001667","17.94",3,"0","8.073","0"
3027,"CA-2017-169054","2017-04-22","2017-04-26","Standard Class","MO-17800","FUR-FU-10001488","254.352",3,"0.2","0","0"
3028,"CA-2014-106719","2014-08-24","2014-08-24","Same Day","RB-19645","OFF-BI-10002799","8.288",2,"0.2","2.6936","0"
3029,"CA-2017-116855","2017-12-17","2017-12-21","Standard Class","AI-10855","FUR-CH-10003846","504.9",5,"0","80.784","0"
3030,"US-2016-164189","2016-03-24","2016-03-28","Standard Class","DR-12880","TEC-PH-10003691","403.168",4,"0.2","25.198","0"
3031,"CA-2015-168480","2015-09-21","2015-09-27","Standard Class","DM-12955","FUR-BO-10000468","194.32",4,"0","31.0912","0"
3032,"CA-2015-168480","2015-09-21","2015-09-27","Standard Class","DM-12955","OFF-AR-10001044","25.99",1,"0","7.5371","0"
3033,"US-2016-114293","2016-11-21","2016-11-26","Standard Class","JH-16180","FUR-CH-10003833","195.136",4,"0.2","-12.196","0"
3034,"CA-2017-134173","2017-09-16","2017-09-21","Standard Class","AB-10060","OFF-PA-10004355","20.736",4,"0.2","7.2576","0"
3035,"US-2015-123960","2015-06-11","2015-06-16","Standard Class","BD-11605","TEC-AC-10003038","53.7",6,"0","10.203","0"
3036,"US-2015-123960","2015-06-11","2015-06-16","Standard Class","BD-11605","OFF-BI-10002799","36.26",7,"0","16.6796","0"
3037,"US-2015-123960","2015-06-11","2015-06-16","Standard Class","BD-11605","OFF-AR-10003582","56.3",2,"0","15.764","0"
3038,"US-2015-123960","2015-06-11","2015-06-16","Standard Class","BD-11605","OFF-PA-10004451","32.4",5,"0","15.552","0"
3039,"US-2015-123960","2015-06-11","2015-06-16","Standard Class","BD-11605","FUR-FU-10004666","29.16",2,"0","10.7892","0"
3040,"CA-2017-101749","2017-10-03","2017-10-08","Standard Class","AS-10045","FUR-TA-10001520","171.288",3,"0.2","-6.4233","0"
3041,"US-2016-147991","2016-05-05","2016-05-09","Standard Class","ZD-21925","FUR-FU-10004270","16.72",5,"0.2","3.344","0"
3042,"CA-2017-149559","2017-09-11","2017-09-12","Same Day","KF-16285","OFF-PA-10003172","12.96",2,"0","6.2208","0"
3043,"CA-2017-149559","2017-09-11","2017-09-12","Same Day","KF-16285","OFF-EN-10002312","22.18",2,"0","10.8682","0"
3044,"CA-2017-149559","2017-09-11","2017-09-12","Same Day","KF-16285","FUR-CH-10002320","2054.272",8,"0.2","256.784","0"
3045,"CA-2015-135174","2015-04-30","2015-05-02","Second Class","BP-11230","TEC-PH-10001530","1022.97",5,"0.4","-255.7425","0"
3046,"CA-2017-125290","2017-11-06","2017-11-10","Second Class","CC-12430","OFF-AR-10001216","13.9",5,"0","3.614","0"
3047,"CA-2017-125290","2017-11-06","2017-11-10","Second Class","CC-12430","OFF-PA-10003127","26.38",1,"0","12.1348","0"
3048,"CA-2014-137351","2014-09-30","2014-10-04","Standard Class","DB-13615","OFF-BI-10003910","43.176",7,"0.2","13.4925","0"
3049,"CA-2017-121419","2017-04-02","2017-04-04","First Class","TC-21475","FUR-TA-10004534","411.8",2,"0","70.006","0"
3050,"CA-2017-121419","2017-04-02","2017-04-04","First Class","TC-21475","TEC-AC-10000892","360",4,"0","129.6","0"
3051,"US-2017-148054","2017-10-06","2017-10-11","Standard Class","NZ-18565","FUR-FU-10003247","41.96",2,"0","2.9372","0"
3052,"US-2017-148054","2017-10-06","2017-10-11","Standard Class","NZ-18565","OFF-AP-10004336","227.84",4,"0","66.0736","0"
3053,"US-2017-148054","2017-10-06","2017-10-11","Standard Class","NZ-18565","OFF-PA-10001295","37.94",2,"0","18.2112","0"
3054,"CA-2016-128517","2016-04-09","2016-04-14","Second Class","SW-20350","TEC-PH-10002555","517.9",2,"0","134.654","0"
3055,"CA-2016-128517","2016-04-09","2016-04-14","Second Class","SW-20350","OFF-BI-10000831","5.28",2,"0","2.4288","0"
3056,"US-2015-100377","2015-08-28","2015-09-01","Standard Class","TS-21370","TEC-CO-10001046","2799.96",5,"0.2","874.9875","0"
3057,"CA-2017-131492","2017-10-19","2017-10-24","Second Class","HH-15010","OFF-EN-10002973","8.96",2,"0","4.3008","0"
3058,"CA-2017-131492","2017-10-19","2017-10-24","Second Class","HH-15010","OFF-LA-10001641","31.5",10,"0","15.12","0"
3059,"CA-2017-131492","2017-10-19","2017-10-24","Second Class","HH-15010","FUR-FU-10003878","30.56",2,"0","10.3904","0"
3060,"CA-2017-131492","2017-10-19","2017-10-24","Second Class","HH-15010","FUR-TA-10003837","24.368",2,"0.2","-3.3506","0"
3061,"CA-2016-144554","2016-11-07","2016-11-12","Standard Class","DM-13345","TEC-AC-10002800","119.976",3,"0.2","22.4955","0"
3062,"CA-2017-127621","2017-03-03","2017-03-07","Standard Class","RE-19450","OFF-PA-10001307","26.88",8,"0.2","9.744","0"
3063,"CA-2015-145184","2015-11-27","2015-11-29","First Class","JD-16150","TEC-PH-10002350","83.97",3,"0","23.5116","0"
3064,"CA-2015-145184","2015-11-27","2015-11-29","First Class","JD-16150","TEC-AC-10000397","104.97",3,"0","7.3479","0"
3065,"CA-2017-106859","2017-03-13","2017-03-18","Second Class","BF-11215","OFF-ST-10000615","90.8",8,"0","25.424","0"
3066,"CA-2017-106859","2017-03-13","2017-03-18","Second Class","BF-11215","TEC-PH-10004531","140.736",8,"0.2","49.2576","0"
3067,"CA-2017-106859","2017-03-13","2017-03-18","Second Class","BF-11215","TEC-AC-10004001","214.95",5,"0","88.1295","0"
3068,"CA-2017-106859","2017-03-13","2017-03-18","Second Class","BF-11215","OFF-PA-10001534","45.36",7,"0","21.7728","0"
3069,"CA-2017-106859","2017-03-13","2017-03-18","Second Class","BF-11215","OFF-PA-10001815","288.24",6,"0","138.3552","0"
3070,"US-2017-120089","2017-11-30","2017-11-30","Same Day","ML-17755","OFF-AP-10003779","663.936",4,"0.2","82.992","0"
3071,"CA-2014-119375","2014-11-17","2014-11-22","Standard Class","YC-21895","OFF-ST-10002011","2934.33",7,"0","792.2691","0"
3072,"CA-2014-119375","2014-11-17","2014-11-22","Standard Class","YC-21895","FUR-FU-10002379","124.41",3,"0","14.9292","0"
3073,"CA-2014-119375","2014-11-17","2014-11-22","Standard Class","YC-21895","OFF-AR-10003752","57.75",5,"0","26.565","0"
3074,"CA-2016-125206","2016-01-03","2016-01-05","First Class","LR-16915","OFF-ST-10003692","114.46",2,"0","28.615","0"
3075,"CA-2015-126137","2015-10-03","2015-10-08","Standard Class","BS-11755","FUR-BO-10004409","120.666",2,"0.15","18.4548","0"
3076,"CA-2014-143903","2014-07-20","2014-07-24","Standard Class","KM-16375","OFF-ST-10003306","342.864",3,"0.2","38.5722","0"
3077,"CA-2014-143903","2014-07-20","2014-07-24","Standard Class","KM-16375","FUR-FU-10003724","16.74",5,"0.6","-14.229","0"
3078,"CA-2014-143903","2014-07-20","2014-07-24","Standard Class","KM-16375","FUR-CH-10002024","981.372",2,"0.3","-140.196","0"
3079,"CA-2014-104780","2014-05-21","2014-05-25","Standard Class","BT-11530","OFF-AR-10003514","31.84",8,"0","10.5072","0"
3080,"CA-2017-101182","2017-09-04","2017-09-05","First Class","KB-16405","OFF-PA-10001800","12.96",2,"0","6.2208","0"
3081,"CA-2017-101182","2017-09-04","2017-09-05","First Class","KB-16405","TEC-PH-10003589","43.176",3,"0.2","15.1116","0"
3082,"US-2017-132297","2017-05-27","2017-06-02","Standard Class","DW-13480","OFF-BI-10003364","58.34",2,"0","28.0032","0"
3083,"US-2017-132297","2017-05-27","2017-06-02","Standard Class","DW-13480","TEC-PH-10002834","539.97",3,"0","134.9925","0"
3084,"CA-2014-100328","2014-01-28","2014-02-03","Standard Class","JC-15340","OFF-BI-10000343","3.928",1,"0.2","1.3257","0"
3085,"CA-2017-118773","2017-02-09","2017-02-14","Standard Class","TP-21415","OFF-BI-10004584","252.784",4,"0.8","-417.0936","0"
3086,"CA-2017-118773","2017-02-09","2017-02-14","Standard Class","TP-21415","TEC-AC-10002402","127.984",2,"0.2","15.998","0"
3087,"CA-2017-118773","2017-02-09","2017-02-14","Standard Class","TP-21415","FUR-FU-10000550","3.984",2,"0.6","-2.6892","0"
